Ivy Allen , loan_1 , 12000 , 6600.0 , 0.55 , 7
Evie Matthews , loan_5 , 61000 , 31110.0 , 0.51 , 4
Evie Matthews , loan_6 , 61000 , 28060.0 , 0.46 , 3
Evie Matthews , loan_7 , 61000 , 28670.0 , 0.47 , 4
Evie Matthews , loan_8 , 61000 , 28060.0 , 0.46 , 4
Evie Matthews , loan_9 , 61000 , 23790.0 , 0.39 , 5
Evie Matthews , loan_10 , 61000 , 25620.0 , 0.42 , 2
Evie Matthews , loan_11 , 61000 , 29280.0 , 0.48 , 4
Evie Matthews , loan_12 , 61000 , 29280.0 , 0.48 , 1
Evie Matthews , loan_13 , 61000 , 32330.0 , 0.53 , 0
Evie Matthews , loan_14 , 61000 , 25010.0 , 0.41 , 0
Evie Matthews , loan_15 , 61000 , 33550.0 , 0.55 , 6
Grace Black , loan_1 , 45000 , 19350.0 , 0.43 , 0
Grace Black , loan_2 , 45000 , 22050.0 , 0.49 , 1
Grace Black , loan_3 , 45000 , 23400.0 , 0.52 , 3
Grace Black , loan_4 , 45000 , 19800.0 , 0.44 , 2
Grace Black , loan_5 , 45000 , 24750.0 , 0.55 , 2
Grace Black , loan_6 , 45000 , 18000.0 , 0.4 , 0
Grace Black , loan_7 , 45000 , 18450.0 , 0.41 , 8
Grace Black , loan_8 , 45000 , 15750.0 , 0.35 , 4
Grace Black , loan_9 , 45000 , 19350.0 , 0.43 , 3
Grace Black , loan_10 , 45000 , 21600.0 , 0.48 , 1
Grace Black , loan_11 , 45000 , 17100.0 , 0.38 , 1
Grace Black , loan_12 , 45000 , 19350.0 , 0.43 , 6
Grace Black , loan_13 , 45000 , 22050.0 , 0.49 , 9
Grace Black , loan_14 , 45000 , 16200.0 , 0.36 , 2
Grace Black , loan_15 , 45000 , 24300.0 , 0.54 , 2
Isabella Allen , loan_1 , 53000 , 33390.0 , 0.63 , 4
Isabella Allen , loan_2 , 53000 , 30740.0 , 0.58 , 6
Isabella Allen , loan_3 , 53000 , 25440.0 , 0.48 , 12
Isabella Allen , loan_4 , 53000 , 31270.0 , 0.59 , 4
Isabella Allen , loan_5 , 53000 , 30210.0 , 0.57 , 4
Isabella Allen , loan_6 , 53000 , 29680.0 , 0.56 , 5
Isabella Allen , loan_7 , 53000 , 27560.0 , 0.52 , 5
Isabella Allen , loan_8 , 53000 , 32860.0 , 0.62 , 5
Isabella Allen , loan_9 , 53000 , 28620.0 , 0.54 , 9
Isabella Allen , loan_10 , 53000 , 32330.0 , 0.61 , 1
Isabella Allen , loan_11 , 53000 , 30210.0 , 0.57 , 3
Isabella Allen , loan_12 , 53000 , 26500.0 , 0.5 , 4
Isabella Allen , loan_13 , 53000 , 32330.0 , 0.61 , 6
Isabella Allen , loan_14 , 53000 , 25970.0 , 0.49 , 2
Isabella Allen , loan_15 , 53000 , 31800.0 , 0.6 , 6
Isabella Allen , loan_16 , 53000 , 30740.0 , 0.58 , 3
Isabella Allen , loan_17 , 53000 , 33920.0 , 0.64 , 2
Theodore Matthews , loan_1 , 48000 , 10080.0 , 0.21 , 2
Theodore Matthews , loan_2 , 48000 , 10560.0 , 0.22 , 0
Theodore Matthews , loan_3 , 48000 , 12960.0 , 0.27 , 0
Theodore Matthews , loan_4 , 48000 , 18720.0 , 0.39 , 0
Theodore Matthews , loan_5 , 48000 , 19200.0 , 0.4 , 2
Theodore Matthews , loan_6 , 48000 , 16320.0 , 0.34 , 0
Theodore Matthews , loan_7 , 48000 , 10080.0 , 0.21 , 1
Theodore Matthews , loan_8 , 48000 , 13920.0 , 0.29 , 1
Theodore Matthews , loan_9 , 48000 , 12000.0 , 0.25 , 0
Theodore Matthews , loan_10 , 48000 , 10560.0 , 0.22 , 0
Theodore Matthews , loan_11 , 48000 , 18240.0 , 0.38 , 1
Theodore Matthews , loan_12 , 48000 , 17280.0 , 0.36 , 2
Theodore Matthews , loan_13 , 48000 , 13920.0 , 0.29 , 0
Theodore Matthews , loan_14 , 48000 , 11520.0 , 0.24 , 1
Theodore Matthews , loan_15 , 48000 , 14880.0 , 0.31 , 1
Theodore Matthews , loan_16 , 48000 , 14880.0 , 0.31 , 0
Jack Wilson , loan_1 , 60000 , 18000.0 , 0.3 , 2
Jack Wilson , loan_2 , 60000 , 20400.0 , 0.34 , 2
Jack Wilson , loan_3 , 60000 , 13200.0 , 0.22 , 1
Jack Wilson , loan_4 , 60000 , 20400.0 , 0.34 , 1
Jack Wilson , loan_5 , 60000 , 17400.0 , 0.29 , 1
Jack Wilson , loan_6 , 60000 , 20400.0 , 0.34 , 0
Jack Wilson , loan_7 , 60000 , 24000.0 , 0.4 , 0
Jack Wilson , loan_8 , 60000 , 22200.0 , 0.37 , 1
Jack Wilson , loan_9 , 60000 , 17400.0 , 0.29 , 0
Jack Wilson , loan_10 , 60000 , 16800.0 , 0.28 , 0
Jack Wilson , loan_11 , 60000 , 13800.0 , 0.23 , 0
Jack Wilson , loan_12 , 60000 , 16800.0 , 0.28 , 0
Jack Wilson , loan_13 , 60000 , 24000.0 , 0.4 , 1
Jack Wilson , loan_14 , 60000 , 21000.0 , 0.35 , 0
Jack Wilson , loan_15 , 60000 , 19200.0 , 0.32 , 0
Jack Wilson , loan_16 , 60000 , 15000.0 , 0.25 , 0
Jack Wilson , loan_17 , 60000 , 18600.0 , 0.31 , 0
Jack Wilson , loan_18 , 60000 , 19200.0 , 0.32 , 2
Charlotte Robinson , loan_1 , 54000 , 15660.0 , 0.29 , 0
Charlotte Robinson , loan_2 , 54000 , 17280.0 , 0.32 , 0
Charlotte Robinson , loan_3 , 54000 , 18900.0 , 0.35 , 2
Charlotte Robinson , loan_4 , 54000 , 18360.0 , 0.34 , 1
Charlotte Robinson , loan_5 , 54000 , 16200.0 , 0.3 , 2
Charlotte Robinson , loan_6 , 54000 , 11340.0 , 0.21 , 1
Charlotte Robinson , loan_7 , 54000 , 10800.0 , 0.2 , 1
Charlotte Robinson , loan_8 , 54000 , 12960.0 , 0.24 , 1
Charlotte Robinson , loan_9 , 54000 , 12960.0 , 0.24 , 1
Charlotte Robinson , loan_10 , 54000 , 16200.0 , 0.3 , 3
Charlotte Robinson , loan_11 , 54000 , 13500.0 , 0.25 , 1
Charlotte Robinson , loan_12 , 54000 , 17820.0 , 0.33 , 0
Charlotte Robinson , loan_13 , 54000 , 14040.0 , 0.26 , 0
Charlotte Robinson , loan_14 , 54000 , 13500.0 , 0.25 , 1
Charlotte Robinson , loan_15 , 54000 , 21060.0 , 0.39 , 0
Charlotte Robinson , loan_16 , 54000 , 13500.0 , 0.25 , 1
Charlotte Robinson , loan_17 , 54000 , 17280.0 , 0.32 , 2
Elsie Davidson , loan_1 , 56000 , 26880.0 , 0.48 , 11
Elsie Davidson , loan_2 , 56000 , 30240.0 , 0.54 , 3
Elsie Davidson , loan_3 , 56000 , 35840.0 , 0.64 , 1
Elsie Davidson , loan_4 , 56000 , 27440.0 , 0.49 , 7
Elsie Davidson , loan_5 , 56000 , 26320.0 , 0.47 , 10
Elsie Davidson , loan_6 , 56000 , 33600.0 , 0.6 , 3
Elsie Davidson , loan_7 , 56000 , 33600.0 , 0.6 , 0
Elsie Davidson , loan_8 , 56000 , 31920.0 , 0.57 , 4
Elsie Davidson , loan_9 , 56000 , 26880.0 , 0.48 , 6
Elsie Davidson , loan_10 , 56000 , 26320.0 , 0.47 , 4
Elsie Davidson , loan_11 , 56000 , 34160.0 , 0.61 , 10
Elsie Davidson , loan_12 , 56000 , 33040.0 , 0.59 , 6
Elsie Davidson , loan_13 , 56000 , 25200.0 , 0.45 , 7
Elsie Davidson , loan_14 , 56000 , 30240.0 , 0.54 , 11
Elsie Davidson , loan_15 , 56000 , 31360.0 , 0.56 , 7
Charlotte Davidson , loan_1 , 47000 , 15980.0 , 0.34 , 1
Charlotte Davidson , loan_2 , 47000 , 11280.0 , 0.24 , 0
Charlotte Davidson , loan_3 , 47000 , 10810.0 , 0.23 , 0
Charlotte Davidson , loan_4 , 47000 , 17860.0 , 0.38 , 0
Charlotte Davidson , loan_5 , 47000 , 11750.0 , 0.25 , 2
Charlotte Davidson , loan_6 , 47000 , 9870.0 , 0.21 , 1
Charlotte Davidson , loan_7 , 47000 , 15980.0 , 0.34 , 0
Charlotte Davidson , loan_8 , 47000 , 11280.0 , 0.24 , 4
Charlotte Davidson , loan_9 , 47000 , 15980.0 , 0.34 , 2
Charlotte Davidson , loan_10 , 47000 , 10810.0 , 0.23 , 4
Charlotte Davidson , loan_11 , 47000 , 16920.0 , 0.36 , 0
Charlotte Davidson , loan_12 , 47000 , 13160.0 , 0.28 , 1
Charlotte Davidson , loan_13 , 47000 , 15510.0 , 0.33 , 2
Charlotte Davidson , loan_14 , 47000 , 17390.0 , 0.37 , 1
Charlotte Davidson , loan_15 , 47000 , 16450.0 , 0.35 , 1
Thomas Davidson , loan_1 , 63000 , 22050.0 , 0.35 , 0
Thomas Davidson , loan_2 , 63000 , 23940.0 , 0.38 , 0
Thomas Davidson , loan_3 , 63000 , 13230.0 , 0.21 , 3
Thomas Davidson , loan_4 , 63000 , 17640.0 , 0.28 , 0
Thomas Davidson , loan_5 , 63000 , 12600.0 , 0.2 , 0
Thomas Davidson , loan_6 , 63000 , 16380.0 , 0.26 , 1
Thomas Davidson , loan_7 , 63000 , 12600.0 , 0.2 , 0
Thomas Davidson , loan_8 , 63000 , 23310.0 , 0.37 , 1
Thomas Davidson , loan_9 , 63000 , 19530.0 , 0.31 , 1
Thomas Davidson , loan_10 , 63000 , 23940.0 , 0.38 , 0
Thomas Davidson , loan_11 , 63000 , 23310.0 , 0.37 , 0
Thomas Davidson , loan_12 , 63000 , 25200.0 , 0.4 , 0
Thomas Davidson , loan_13 , 63000 , 13860.0 , 0.22 , 1
Thomas Davidson , loan_14 , 63000 , 18900.0 , 0.3 , 0
Thomas Davidson , loan_15 , 63000 , 22680.0 , 0.36 , 1
Thomas Davidson , loan_16 , 63000 , 17640.0 , 0.28 , 1
Thomas Davidson , loan_17 , 63000 , 21420.0 , 0.34 , 0
Thomas Davidson , loan_18 , 63000 , 23310.0 , 0.37 , 4
William Chapman , loan_1 , 46000 , 23920.0 , 0.52 , 2
William Chapman , loan_2 , 46000 , 27140.0 , 0.59 , 3
William Chapman , loan_3 , 46000 , 27600.0 , 0.6 , 4
William Chapman , loan_4 , 46000 , 27140.0 , 0.59 , 3
William Chapman , loan_5 , 46000 , 28060.0 , 0.61 , 4
William Chapman , loan_6 , 46000 , 24840.0 , 0.54 , 4
William Chapman , loan_7 , 46000 , 27140.0 , 0.59 , 4
William Chapman , loan_8 , 46000 , 25760.0 , 0.56 , 3
William Chapman , loan_9 , 46000 , 23920.0 , 0.52 , 0
William Chapman , loan_10 , 46000 , 27600.0 , 0.6 , 3
William Chapman , loan_11 , 46000 , 27140.0 , 0.59 , 4
William Chapman , loan_12 , 46000 , 28060.0 , 0.61 , 6
William Chapman , loan_13 , 46000 , 26680.0 , 0.58 , 3
William Chapman , loan_14 , 46000 , 20700.0 , 0.45 , 9
Freya Walker , loan_1 , 62000 , 16120.0 , 0.26 , 1
Freya Walker , loan_2 , 62000 , 24180.0 , 0.39 , 3
Freya Walker , loan_3 , 62000 , 24180.0 , 0.39 , 1
Freya Walker , loan_4 , 62000 , 24800.0 , 0.4 , 0
Freya Walker , loan_5 , 62000 , 24800.0 , 0.4 , 2
Freya Walker , loan_6 , 62000 , 16740.0 , 0.27 , 3
Freya Walker , loan_7 , 62000 , 24180.0 , 0.39 , 1
Freya Walker , loan_8 , 62000 , 15500.0 , 0.25 , 0
Freya Walker , loan_9 , 62000 , 16120.0 , 0.26 , 0
Freya Walker , loan_10 , 62000 , 16740.0 , 0.27 , 1
Freya Walker , loan_11 , 62000 , 22940.0 , 0.37 , 1
Freya Walker , loan_12 , 62000 , 13640.0 , 0.22 , 1
Freya Walker , loan_13 , 62000 , 12400.0 , 0.2 , 0
Freya Walker , loan_14 , 62000 , 17980.0 , 0.29 , 0
Freya Walker , loan_15 , 62000 , 19840.0 , 0.32 , 2
Freya Walker , loan_16 , 62000 , 22320.0 , 0.36 , 0
Daisy Robinson , loan_1 , 42000 , 26040.0 , 0.62 , 8
Daisy Robinson , loan_2 , 42000 , 19740.0 , 0.47 , 4
Daisy Robinson , loan_3 , 42000 , 23940.0 , 0.57 , 9
Daisy Robinson , loan_4 , 42000 , 26040.0 , 0.62 , 3
Daisy Robinson , loan_5 , 42000 , 22680.0 , 0.54 , 7
Daisy Robinson , loan_6 , 42000 , 19320.0 , 0.46 , 7
Daisy Robinson , loan_7 , 42000 , 21420.0 , 0.51 , 3
Daisy Robinson , loan_8 , 42000 , 21840.0 , 0.52 , 1
Daisy Robinson , loan_9 , 42000 , 21840.0 , 0.52 , 3
Daisy Robinson , loan_10 , 42000 , 22680.0 , 0.54 , 0
Daisy Robinson , loan_11 , 42000 , 24780.0 , 0.59 , 1
Daisy Robinson , loan_12 , 42000 , 19740.0 , 0.47 , 2
Daisy Robinson , loan_13 , 42000 , 21420.0 , 0.51 , 7
Daisy Robinson , loan_14 , 42000 , 27300.0 , 0.65 , 7
Daisy Robinson , loan_15 , 42000 , 20580.0 , 0.49 , 2
Daisy Robinson , loan_16 , 42000 , 20580.0 , 0.49 , 8
Daisy Robinson , loan_17 , 42000 , 18900.0 , 0.45 , 4
Archie White , loan_1 , 66000 , 24420.0 , 0.37 , 0
Archie White , loan_2 , 66000 , 25080.0 , 0.38 , 2
Archie White , loan_3 , 66000 , 15840.0 , 0.24 , 2
Archie White , loan_4 , 66000 , 16500.0 , 0.25 , 1
Archie White , loan_5 , 66000 , 19140.0 , 0.29 , 0
Archie White , loan_6 , 66000 , 21120.0 , 0.32 , 0
Archie White , loan_7 , 66000 , 18480.0 , 0.28 , 2
Archie White , loan_8 , 66000 , 18480.0 , 0.28 , 1
Archie White , loan_9 , 66000 , 16500.0 , 0.25 , 0
Archie White , loan_10 , 66000 , 14520.0 , 0.22 , 4
Archie White , loan_11 , 66000 , 18480.0 , 0.28 , 1
Archie White , loan_12 , 66000 , 16500.0 , 0.25 , 0
Archie White , loan_13 , 66000 , 17820.0 , 0.27 , 1
Archie White , loan_14 , 66000 , 15840.0 , 0.24 , 0
Archie White , loan_15 , 66000 , 19800.0 , 0.3 , 2
Archie White , loan_16 , 66000 , 22440.0 , 0.34 , 1
Sienna White , loan_1 , 67000 , 28810.0 , 0.43 , 4
Sienna White , loan_2 , 67000 , 32160.0 , 0.48 , 2
Sienna White , loan_3 , 67000 , 29480.0 , 0.44 , 3
Sienna White , loan_4 , 67000 , 35510.0 , 0.53 , 3
Sienna White , loan_5 , 67000 , 23450.0 , 0.35 , 2
Sienna White , loan_6 , 67000 , 28810.0 , 0.43 , 6
Sienna White , loan_7 , 67000 , 26800.0 , 0.4 , 0
Sienna White , loan_8 , 67000 , 31490.0 , 0.47 , 1
Sienna White , loan_9 , 67000 , 29480.0 , 0.44 , 4
Sienna White , loan_10 , 67000 , 26130.0 , 0.39 , 4
Sienna White , loan_11 , 67000 , 34840.0 , 0.52 , 3
Sienna White , loan_12 , 67000 , 24790.0 , 0.37 , 0
Sienna White , loan_13 , 67000 , 34840.0 , 0.52 , 2
Sienna White , loan_14 , 67000 , 30150.0 , 0.45 , 2
Sienna White , loan_15 , 67000 , 33500.0 , 0.5 , 2
Sienna White , loan_16 , 67000 , 26130.0 , 0.39 , 5
Sienna White , loan_17 , 67000 , 34840.0 , 0.52 , 4
Sienna White , loan_18 , 67000 , 29480.0 , 0.44 , 1
Amelia Walker , loan_1 , 45000 , 12150.0 , 0.27 , 0
Amelia Walker , loan_2 , 45000 , 15300.0 , 0.34 , 0
Amelia Walker , loan_3 , 45000 , 17550.0 , 0.39 , 3
Amelia Walker , loan_4 , 45000 , 13950.0 , 0.31 , 0
Amelia Walker , loan_5 , 45000 , 16650.0 , 0.37 , 2
Amelia Walker , loan_6 , 45000 , 9450.0 , 0.21 , 3
Amelia Walker , loan_7 , 45000 , 10800.0 , 0.24 , 3
Amelia Walker , loan_8 , 45000 , 9450.0 , 0.21 , 2
Amelia Walker , loan_9 , 45000 , 17100.0 , 0.38 , 1
Amelia Walker , loan_10 , 45000 , 15300.0 , 0.34 , 1
Amelia Walker , loan_11 , 45000 , 10800.0 , 0.24 , 0
Amelia Walker , loan_12 , 45000 , 16650.0 , 0.37 , 2
Amelia Walker , loan_13 , 45000 , 9900.0 , 0.22 , 2
Amelia Walker , loan_14 , 45000 , 9900.0 , 0.22 , 1
Amelia Walker , loan_15 , 45000 , 12150.0 , 0.27 , 1
Roman Burton , loan_1 , 53000 , 17490.0 , 0.33 , 1
Roman Burton , loan_2 , 53000 , 13780.0 , 0.26 , 1
Roman Burton , loan_3 , 53000 , 16430.0 , 0.31 , 1
Roman Burton , loan_4 , 53000 , 10600.0 , 0.2 , 1
Roman Burton , loan_5 , 53000 , 16430.0 , 0.31 , 1
Roman Burton , loan_6 , 53000 , 10600.0 , 0.2 , 3
Roman Burton , loan_7 , 53000 , 10600.0 , 0.2 , 1
Roman Burton , loan_8 , 53000 , 15370.0 , 0.29 , 0
Roman Burton , loan_9 , 53000 , 13780.0 , 0.26 , 1
Roman Burton , loan_10 , 53000 , 16960.0 , 0.32 , 0
Roman Burton , loan_11 , 53000 , 14310.0 , 0.27 , 1
Roman Burton , loan_12 , 53000 , 12190.0 , 0.23 , 2
Roman Burton , loan_13 , 53000 , 12190.0 , 0.23 , 0
Roman Burton , loan_14 , 53000 , 20670.0 , 0.39 , 2
Roman Burton , loan_15 , 53000 , 17490.0 , 0.33 , 0
Roman Burton , loan_16 , 53000 , 15370.0 , 0.29 , 2
Roman Burton , loan_17 , 53000 , 11130.0 , 0.21 , 0
Sophia Payne , loan_1 , 51000 , 26010.0 , 0.51 , 2
Sophia Payne , loan_2 , 51000 , 21420.0 , 0.42 , 5
Sophia Payne , loan_3 , 51000 , 21420.0 , 0.42 , 0
Sophia Payne , loan_4 , 51000 , 22440.0 , 0.44 , 3
Sophia Payne , loan_5 , 51000 , 21420.0 , 0.42 , 8
Sophia Payne , loan_6 , 51000 , 26010.0 , 0.51 , 0
Sophia Payne , loan_7 , 51000 , 27540.0 , 0.54 , 1
Sophia Payne , loan_8 , 51000 , 28050.0 , 0.55 , 0
Sophia Payne , loan_9 , 51000 , 17850.0 , 0.35 , 3
Sophia Payne , loan_10 , 51000 , 27030.0 , 0.53 , 4
Sophia Payne , loan_11 , 51000 , 23970.0 , 0.47 , 8
Sophia Payne , loan_12 , 51000 , 22950.0 , 0.45 , 6
Sophia Payne , loan_13 , 51000 , 18360.0 , 0.36 , 2
Sophia Payne , loan_14 , 51000 , 24480.0 , 0.48 , 2
Sophia Payne , loan_15 , 51000 , 20910.0 , 0.41 , 9
Ivy Adams , loan_1 , 70000 , 34300.0 , 0.49 , 1
Ivy Adams , loan_2 , 70000 , 24500.0 , 0.35 , 4
Ivy Adams , loan_3 , 70000 , 32200.0 , 0.46 , 2
Ivy Adams , loan_4 , 70000 , 29400.0 , 0.42 , 3
Ivy Adams , loan_5 , 70000 , 32900.0 , 0.47 , 7
Ivy Adams , loan_6 , 70000 , 37100.0 , 0.53 , 0
Ivy Adams , loan_7 , 70000 , 30800.0 , 0.44 , 2
Ivy Adams , loan_8 , 70000 , 35000.0 , 0.5 , 2
Ivy Adams , loan_9 , 70000 , 28700.0 , 0.41 , 5
Ivy Adams , loan_10 , 70000 , 30800.0 , 0.44 , 3
Ivy Adams , loan_11 , 70000 , 26600.0 , 0.38 , 2
Ivy Adams , loan_12 , 70000 , 36400.0 , 0.52 , 1
Ivy Adams , loan_13 , 70000 , 26600.0 , 0.38 , 8
Ivy Adams , loan_14 , 70000 , 37100.0 , 0.53 , 2
Poppy Jones , loan_1 , 40000 , 12800.0 , 0.32 , 0
Poppy Jones , loan_2 , 40000 , 14400.0 , 0.36 , 2
Poppy Jones , loan_3 , 40000 , 8400.0 , 0.21 , 2
Poppy Jones , loan_4 , 40000 , 14800.0 , 0.37 , 3
Poppy Jones , loan_5 , 40000 , 13600.0 , 0.34 , 3
Poppy Jones , loan_6 , 40000 , 15600.0 , 0.39 , 1
Poppy Jones , loan_7 , 40000 , 8800.0 , 0.22 , 0
Poppy Jones , loan_8 , 40000 , 15200.0 , 0.38 , 0
Poppy Jones , loan_9 , 40000 , 13600.0 , 0.34 , 1
Poppy Jones , loan_10 , 40000 , 8400.0 , 0.21 , 0
Poppy Jones , loan_11 , 40000 , 14400.0 , 0.36 , 1
Poppy Jones , loan_12 , 40000 , 13200.0 , 0.33 , 0
Poppy Jones , loan_13 , 40000 , 9600.0 , 0.24 , 1
Poppy Jones , loan_14 , 40000 , 12000.0 , 0.3 , 2
Poppy Jones , loan_15 , 40000 , 11200.0 , 0.28 , 1
Henry Stevens , loan_1 , 54000 , 19980.0 , 0.37 , 0
Henry Stevens , loan_2 , 54000 , 12420.0 , 0.23 , 1
Henry Stevens , loan_3 , 54000 , 18360.0 , 0.34 , 0
Henry Stevens , loan_4 , 54000 , 18900.0 , 0.35 , 0
Henry Stevens , loan_5 , 54000 , 14580.0 , 0.27 , 0
Henry Stevens , loan_6 , 54000 , 14040.0 , 0.26 , 0
Henry Stevens , loan_7 , 54000 , 20520.0 , 0.38 , 1
Henry Stevens , loan_8 , 54000 , 20520.0 , 0.38 , 2
Henry Stevens , loan_9 , 54000 , 14040.0 , 0.26 , 1
Henry Stevens , loan_10 , 54000 , 12960.0 , 0.24 , 1
Henry Stevens , loan_11 , 54000 , 19440.0 , 0.36 , 1
Henry Stevens , loan_12 , 54000 , 15120.0 , 0.28 , 0
Henry Stevens , loan_13 , 54000 , 10800.0 , 0.2 , 0
Henry Stevens , loan_14 , 54000 , 14040.0 , 0.26 , 2
Henry Stevens , loan_15 , 54000 , 20520.0 , 0.38 , 3
Sienna Walker , loan_1 , 50000 , 25000.0 , 0.5 , 4
Sienna Walker , loan_2 , 50000 , 20000.0 , 0.4 , 1
Sienna Walker , loan_3 , 50000 , 21000.0 , 0.42 , 7
Sienna Walker , loan_4 , 50000 , 20500.0 , 0.41 , 2
Sienna Walker , loan_5 , 50000 , 18000.0 , 0.36 , 4
Sienna Walker , loan_6 , 50000 , 20500.0 , 0.41 , 3
Sienna Walker , loan_7 , 50000 , 19000.0 , 0.38 , 3
Sienna Walker , loan_8 , 50000 , 22000.0 , 0.44 , 2
Sienna Walker , loan_9 , 50000 , 26000.0 , 0.52 , 0
Sienna Walker , loan_10 , 50000 , 23500.0 , 0.47 , 1
Sienna Walker , loan_11 , 50000 , 24000.0 , 0.48 , 0
Sienna Walker , loan_12 , 50000 , 27000.0 , 0.54 , 4
Sienna Walker , loan_13 , 50000 , 25500.0 , 0.51 , 1
Sienna Walker , loan_14 , 50000 , 21500.0 , 0.43 , 2
Sienna Walker , loan_15 , 50000 , 19500.0 , 0.39 , 2
Sienna Walker , loan_16 , 50000 , 27500.0 , 0.55 , 4
Sienna Walker , loan_17 , 50000 , 18000.0 , 0.36 , 4
Sienna Walker , loan_18 , 50000 , 27000.0 , 0.54 , 2
Arthur Holmes , loan_1 , 42000 , 9660.0 , 0.23 , 0
Arthur Holmes , loan_2 , 42000 , 12180.0 , 0.29 , 2
Arthur Holmes , loan_3 , 42000 , 14280.0 , 0.34 , 0
Arthur Holmes , loan_4 , 42000 , 9240.0 , 0.22 , 0
Arthur Holmes , loan_5 , 42000 , 14280.0 , 0.34 , 0
Arthur Holmes , loan_6 , 42000 , 11340.0 , 0.27 , 0
Arthur Holmes , loan_7 , 42000 , 14280.0 , 0.34 , 2
Arthur Holmes , loan_8 , 42000 , 10080.0 , 0.24 , 1
Arthur Holmes , loan_9 , 42000 , 11340.0 , 0.27 , 6
Arthur Holmes , loan_10 , 42000 , 11760.0 , 0.28 , 0
Arthur Holmes , loan_11 , 42000 , 9660.0 , 0.23 , 0
Arthur Holmes , loan_12 , 42000 , 11340.0 , 0.27 , 0
Arthur Holmes , loan_13 , 42000 , 14280.0 , 0.34 , 0
Arthur Holmes , loan_14 , 42000 , 10500.0 , 0.25 , 0
Arthur Holmes , loan_15 , 42000 , 8400.0 , 0.2 , 2
Arthur Holmes , loan_16 , 42000 , 15960.0 , 0.38 , 3
Arthur Holmes , loan_17 , 42000 , 12180.0 , 0.29 , 0
Arthur Holmes , loan_18 , 42000 , 8820.0 , 0.21 , 1
Arthur Holmes , loan_19 , 42000 , 15120.0 , 0.36 , 0
Arthur Holmes , loan_20 , 42000 , 15960.0 , 0.38 , 1
Sofia Webb , loan_1 , 68000 , 16320.0 , 0.24 , 2
Sofia Webb , loan_2 , 68000 , 14960.0 , 0.22 , 2
Sofia Webb , loan_3 , 68000 , 13600.0 , 0.2 , 1
Sofia Webb , loan_4 , 68000 , 20400.0 , 0.3 , 0
Sofia Webb , loan_5 , 68000 , 17680.0 , 0.26 , 1
Sofia Webb , loan_6 , 68000 , 19040.0 , 0.28 , 0
Sofia Webb , loan_7 , 68000 , 17000.0 , 0.25 , 1
Sofia Webb , loan_8 , 68000 , 15640.0 , 0.23 , 2
Sofia Webb , loan_9 , 68000 , 23120.0 , 0.34 , 1
Sofia Webb , loan_10 , 68000 , 23120.0 , 0.34 , 2
Sofia Webb , loan_11 , 68000 , 20400.0 , 0.3 , 0
Sofia Webb , loan_12 , 68000 , 15640.0 , 0.23 , 0
Sofia Webb , loan_13 , 68000 , 19720.0 , 0.29 , 0
Sofia Webb , loan_14 , 68000 , 24480.0 , 0.36 , 0
Sofia Webb , loan_15 , 68000 , 14280.0 , 0.21 , 1
Phoebe Burton , loan_1 , 49000 , 16170.0 , 0.33 , 1
Phoebe Burton , loan_2 , 49000 , 9800.0 , 0.2 , 0
Phoebe Burton , loan_3 , 49000 , 12250.0 , 0.25 , 1
Phoebe Burton , loan_4 , 49000 , 12250.0 , 0.25 , 2
Phoebe Burton , loan_5 , 49000 , 13720.0 , 0.28 , 2
Phoebe Burton , loan_6 , 49000 , 15680.0 , 0.32 , 0
Phoebe Burton , loan_7 , 49000 , 12250.0 , 0.25 , 0
Phoebe Burton , loan_8 , 49000 , 15190.0 , 0.31 , 1
Phoebe Burton , loan_9 , 49000 , 17150.0 , 0.35 , 1
Phoebe Burton , loan_10 , 49000 , 15680.0 , 0.32 , 2
Phoebe Burton , loan_11 , 49000 , 16170.0 , 0.33 , 0
Phoebe Burton , loan_12 , 49000 , 11270.0 , 0.23 , 1
Phoebe Burton , loan_13 , 49000 , 13720.0 , 0.28 , 0
Phoebe Burton , loan_14 , 49000 , 19600.0 , 0.4 , 2
Phoebe Burton , loan_15 , 49000 , 16170.0 , 0.33 , 2
Phoebe Burton , loan_16 , 49000 , 10290.0 , 0.21 , 1
Archie Allen , loan_1 , 67000 , 22780.0 , 0.34 , 0
Archie Allen , loan_2 , 67000 , 14740.0 , 0.22 , 0
Archie Allen , loan_3 , 67000 , 26800.0 , 0.4 , 0
Archie Allen , loan_4 , 67000 , 19430.0 , 0.29 , 4
Archie Allen , loan_5 , 67000 , 16080.0 , 0.24 , 1
Archie Allen , loan_6 , 67000 , 20100.0 , 0.3 , 2
Archie Allen , loan_7 , 67000 , 23450.0 , 0.35 , 1
Archie Allen , loan_8 , 67000 , 13400.0 , 0.2 , 1
Archie Allen , loan_9 , 67000 , 16080.0 , 0.24 , 1
Archie Allen , loan_10 , 67000 , 19430.0 , 0.29 , 1
Archie Allen , loan_11 , 67000 , 19430.0 , 0.29 , 2
Archie Allen , loan_12 , 67000 , 26130.0 , 0.39 , 2
Archie Allen , loan_13 , 67000 , 13400.0 , 0.2 , 1
Archie Allen , loan_14 , 67000 , 18760.0 , 0.28 , 0
Elsie Foster , loan_1 , 65000 , 32500.0 , 0.5 , 4
Elsie Foster , loan_2 , 65000 , 39650.0 , 0.61 , 9
