Ivy Allen , loan_1 , 12000 , 39600 , 3.3 , 7
Theodore Matthews , loan_7 , 48000 , 120960 , 2.52 , 1
Theodore Matthews , loan_8 , 48000 , 125280 , 2.61 , 1
Theodore Matthews , loan_9 , 48000 , 60000 , 1.25 , 0
Theodore Matthews , loan_10 , 48000 , 73920 , 1.54 , 0
Theodore Matthews , loan_11 , 48000 , 218880 , 4.56 , 1
Theodore Matthews , loan_12 , 48000 , 190080 , 3.96 , 2
Theodore Matthews , loan_13 , 48000 , 125280 , 2.61 , 0
Theodore Matthews , loan_14 , 48000 , 69120 , 1.44 , 1
Theodore Matthews , loan_15 , 48000 , 89280 , 1.86 , 1
Theodore Matthews , loan_16 , 48000 , 133920 , 2.79 , 0
Jack Wilson , loan_1 , 60000 , 162000 , 2.7 , 2
Jack Wilson , loan_2 , 60000 , 142800 , 2.38 , 2
Jack Wilson , loan_3 , 60000 , 66000 , 1.1 , 1
Jack Wilson , loan_4 , 60000 , 142800 , 2.38 , 1
Jack Wilson , loan_5 , 60000 , 104400 , 1.74 , 1
Jack Wilson , loan_6 , 60000 , 244800 , 4.08 , 0
Jack Wilson , loan_7 , 60000 , 216000 , 3.6 , 0
Jack Wilson , loan_8 , 60000 , 266400 , 4.44 , 1
Jack Wilson , loan_9 , 60000 , 156600 , 2.61 , 0
Jack Wilson , loan_10 , 60000 , 84000 , 1.4 , 0
Jack Wilson , loan_11 , 60000 , 55200 , 0.92 , 0
Jack Wilson , loan_12 , 60000 , 100800 , 1.68 , 0
Jack Wilson , loan_13 , 60000 , 216000 , 3.6 , 1
Jack Wilson , loan_14 , 60000 , 231000 , 3.85 , 0
Jack Wilson , loan_15 , 60000 , 115200 , 1.92 , 0
Jack Wilson , loan_16 , 60000 , 75000 , 1.25 , 0
Jack Wilson , loan_17 , 60000 , 93000 , 1.55 , 0
Jack Wilson , loan_18 , 60000 , 192000 , 3.2 , 2
Charlotte Robinson , loan_1 , 54000 , 93960 , 1.74 , 0
Charlotte Robinson , loan_2 , 54000 , 138240 , 2.56 , 0
Charlotte Robinson , loan_3 , 54000 , 207900 , 3.85 , 2
Charlotte Robinson , loan_4 , 54000 , 128520 , 2.38 , 1
Charlotte Robinson , loan_5 , 54000 , 194400 , 3.6 , 2
Charlotte Robinson , loan_6 , 54000 , 102060 , 1.89 , 1
Charlotte Robinson , loan_7 , 54000 , 43200 , 0.8 , 1
Charlotte Robinson , loan_8 , 54000 , 90720 , 1.68 , 1
Charlotte Robinson , loan_9 , 54000 , 64800 , 1.2 , 1
Charlotte Robinson , loan_10 , 54000 , 194400 , 3.6 , 3
Charlotte Robinson , loan_11 , 54000 , 81000 , 1.5 , 1
Charlotte Robinson , loan_12 , 54000 , 142560 , 2.64 , 0
Charlotte Robinson , loan_13 , 54000 , 126360 , 2.34 , 0
Charlotte Robinson , loan_14 , 54000 , 54000 , 1.0 , 1
Charlotte Robinson , loan_15 , 54000 , 105300 , 1.95 , 0
Charlotte Robinson , loan_16 , 54000 , 162000 , 3.0 , 1
Charlotte Robinson , loan_17 , 54000 , 120960 , 2.24 , 2
Elsie Davidson , loan_1 , 56000 , 295680 , 5.28 , 11
Elsie Davidson , loan_2 , 56000 , 211680 , 3.78 , 3
Elsie Davidson , loan_3 , 56000 , 179200 , 3.2 , 1
Elsie Davidson , loan_4 , 56000 , 329280 , 5.88 , 7
Elsie Davidson , loan_5 , 56000 , 289520 , 5.17 , 10
Elsie Davidson , loan_6 , 56000 , 369600 , 6.6 , 3
Elsie Davidson , loan_7 , 56000 , 134400 , 2.4 , 0
Elsie Davidson , loan_8 , 56000 , 287280 , 5.13 , 4
Elsie Davidson , loan_9 , 56000 , 268800 , 4.8 , 6
Elsie Davidson , loan_10 , 56000 , 131600 , 2.35 , 4
Elsie Davidson , loan_11 , 56000 , 375760 , 6.71 , 10
Elsie Davidson , loan_12 , 56000 , 165200 , 2.95 , 6
Elsie Davidson , loan_13 , 56000 , 277200 , 4.95 , 7
Elsie Davidson , loan_14 , 56000 , 272160 , 4.86 , 11
Elsie Davidson , loan_15 , 56000 , 344960 , 6.16 , 7
Charlotte Davidson , loan_1 , 47000 , 79900 , 1.7 , 1
Charlotte Davidson , loan_2 , 47000 , 112800 , 2.4 , 0
Charlotte Davidson , loan_3 , 47000 , 54050 , 1.15 , 0
Charlotte Davidson , loan_4 , 47000 , 178600 , 3.8 , 0
Charlotte Davidson , loan_5 , 47000 , 94000 , 2.0 , 2
Charlotte Davidson , loan_6 , 47000 , 49350 , 1.05 , 1
Charlotte Davidson , loan_7 , 47000 , 175780 , 3.74 , 0
Charlotte Davidson , loan_8 , 47000 , 101520 , 2.16 , 4
Charlotte Davidson , loan_9 , 47000 , 159800 , 3.4 , 2
Charlotte Davidson , loan_10 , 47000 , 108100 , 2.3 , 4
Charlotte Davidson , loan_11 , 47000 , 101520 , 2.16 , 0
Charlotte Davidson , loan_12 , 47000 , 118440 , 2.52 , 1
Charlotte Davidson , loan_13 , 47000 , 139590 , 2.97 , 2
Charlotte Davidson , loan_14 , 47000 , 121730 , 2.59 , 1
Charlotte Davidson , loan_15 , 47000 , 148050 , 3.15 , 1
Thomas Davidson , loan_1 , 63000 , 132300 , 2.1 , 0
Thomas Davidson , loan_2 , 63000 , 95760 , 1.52 , 0
Thomas Davidson , loan_3 , 63000 , 92610 , 1.47 , 3
Thomas Davidson , loan_4 , 63000 , 141120 , 2.24 , 0
Thomas Davidson , loan_5 , 63000 , 50400 , 0.8 , 0
Thomas Davidson , loan_6 , 63000 , 65520 , 1.04 , 1
Thomas Davidson , loan_7 , 63000 , 63000 , 1.0 , 0
Thomas Davidson , loan_8 , 63000 , 279720 , 4.44 , 1
Thomas Davidson , loan_9 , 63000 , 97650 , 1.55 , 1
Thomas Davidson , loan_10 , 63000 , 119700 , 1.9 , 0
Thomas Davidson , loan_11 , 63000 , 139860 , 2.22 , 0
Thomas Davidson , loan_12 , 63000 , 201600 , 3.2 , 0
Thomas Davidson , loan_13 , 63000 , 138600 , 2.2 , 1
Thomas Davidson , loan_14 , 63000 , 207900 , 3.3 , 0
Thomas Davidson , loan_15 , 63000 , 249480 , 3.96 , 1
Thomas Davidson , loan_16 , 63000 , 176400 , 2.8 , 1
Thomas Davidson , loan_17 , 63000 , 149940 , 2.38 , 0
Thomas Davidson , loan_18 , 63000 , 279720 , 4.44 , 4
William Chapman , loan_1 , 46000 , 191360 , 4.16 , 2
William Chapman , loan_2 , 46000 , 325680 , 7.08 , 3
William Chapman , loan_3 , 46000 , 303600 , 6.6 , 4
William Chapman , loan_4 , 46000 , 189980 , 4.13 , 3
William Chapman , loan_5 , 46000 , 308660 , 6.71 , 4
William Chapman , loan_6 , 46000 , 298080 , 6.48 , 4
William Chapman , loan_7 , 46000 , 217120 , 4.72 , 4
William Chapman , loan_8 , 46000 , 154560 , 3.36 , 3
William Chapman , loan_9 , 46000 , 239200 , 5.2 , 0
William Chapman , loan_10 , 46000 , 138000 , 3.0 , 3
William Chapman , loan_11 , 46000 , 244260 , 5.31 , 4
William Chapman , loan_12 , 46000 , 140300 , 3.05 , 6
William Chapman , loan_13 , 46000 , 320160 , 6.96 , 3
William Chapman , loan_14 , 46000 , 186300 , 4.05 , 9
Freya Walker , loan_1 , 62000 , 112840 , 1.82 , 1
Freya Walker , loan_2 , 62000 , 241800 , 3.9 , 3
Freya Walker , loan_3 , 62000 , 217620 , 3.51 , 1
Freya Walker , loan_4 , 62000 , 99200 , 1.6 , 0
Freya Walker , loan_5 , 62000 , 297600 , 4.8 , 2
Freya Walker , loan_6 , 62000 , 117180 , 1.89 , 3
Freya Walker , loan_7 , 62000 , 145080 , 2.34 , 1
Freya Walker , loan_8 , 62000 , 186000 , 3.0 , 0
Freya Walker , loan_9 , 62000 , 80600 , 1.3 , 0
Freya Walker , loan_10 , 62000 , 83700 , 1.35 , 1
Freya Walker , loan_11 , 62000 , 91760 , 1.48 , 1
Freya Walker , loan_12 , 62000 , 163680 , 2.64 , 1
Freya Walker , loan_13 , 62000 , 148800 , 2.4 , 0
Freya Walker , loan_14 , 62000 , 71920 , 1.16 , 0
Freya Walker , loan_15 , 62000 , 218240 , 3.52 , 2
Freya Walker , loan_16 , 62000 , 200880 , 3.24 , 0
Daisy Robinson , loan_1 , 42000 , 286440 , 6.82 , 8
Daisy Robinson , loan_2 , 42000 , 236880 , 5.64 , 4
Daisy Robinson , loan_3 , 42000 , 239400 , 5.7 , 9
Daisy Robinson , loan_4 , 42000 , 208320 , 4.96 , 3
Daisy Robinson , loan_5 , 42000 , 181440 , 4.32 , 7
Daisy Robinson , loan_6 , 42000 , 96600 , 2.3 , 7
Daisy Robinson , loan_7 , 42000 , 149940 , 3.57 , 3
Daisy Robinson , loan_8 , 42000 , 87360 , 2.08 , 1
Daisy Robinson , loan_9 , 42000 , 131040 , 3.12 , 3
Daisy Robinson , loan_10 , 42000 , 136080 , 3.24 , 0
Daisy Robinson , loan_11 , 42000 , 99120 , 2.36 , 1
Daisy Robinson , loan_12 , 42000 , 157920 , 3.76 , 2
Daisy Robinson , loan_13 , 42000 , 257040 , 6.12 , 7
Daisy Robinson , loan_14 , 42000 , 273000 , 6.5 , 7
Daisy Robinson , loan_15 , 42000 , 144060 , 3.43 , 2
Daisy Robinson , loan_16 , 42000 , 102900 , 2.45 , 8
Daisy Robinson , loan_17 , 42000 , 207900 , 4.95 , 4
Archie White , loan_1 , 66000 , 146520 , 2.22 , 0
Archie White , loan_2 , 66000 , 150480 , 2.28 , 2
Archie White , loan_3 , 66000 , 190080 , 2.88 , 2
Archie White , loan_4 , 66000 , 132000 , 2.0 , 1
Archie White , loan_5 , 66000 , 95700 , 1.45 , 0
Archie White , loan_6 , 66000 , 84480 , 1.28 , 0
Archie White , loan_7 , 66000 , 203280 , 3.08 , 2
Archie White , loan_8 , 66000 , 221760 , 3.36 , 1
Archie White , loan_9 , 66000 , 148500 , 2.25 , 0
Archie White , loan_10 , 66000 , 159720 , 2.42 , 4
Archie White , loan_11 , 66000 , 129360 , 1.96 , 1
Archie White , loan_12 , 66000 , 82500 , 1.25 , 0
Archie White , loan_13 , 66000 , 178200 , 2.7 , 1
Archie White , loan_14 , 66000 , 95040 , 1.44 , 0
Archie White , loan_15 , 66000 , 178200 , 2.7 , 2
Archie White , loan_16 , 66000 , 89760 , 1.36 , 1
Sienna White , loan_1 , 67000 , 345720 , 5.16 , 4
Sienna White , loan_2 , 67000 , 160800 , 2.4 , 2
Sienna White , loan_3 , 67000 , 206360 , 3.08 , 3
Sienna White , loan_4 , 67000 , 319590 , 4.77 , 3
Sienna White , loan_5 , 67000 , 93800 , 1.4 , 2
Sienna White , loan_6 , 67000 , 259290 , 3.87 , 6
Sienna White , loan_7 , 67000 , 134000 , 2.0 , 0
Sienna White , loan_8 , 67000 , 220430 , 3.29 , 1
Sienna White , loan_9 , 67000 , 206360 , 3.08 , 4
Sienna White , loan_10 , 67000 , 261300 , 3.9 , 4
Sienna White , loan_11 , 67000 , 139360 , 2.08 , 3
Sienna White , loan_12 , 67000 , 173530 , 2.59 , 0
Sienna White , loan_13 , 67000 , 209040 , 3.12 , 2
Sienna White , loan_14 , 67000 , 150750 , 2.25 , 2
Sienna White , loan_15 , 67000 , 268000 , 4.0 , 2
Sienna White , loan_16 , 67000 , 182910 , 2.73 , 5
Sienna White , loan_17 , 67000 , 383240 , 5.72 , 4
Sienna White , loan_18 , 67000 , 265320 , 3.96 , 1
Amelia Walker , loan_1 , 45000 , 85050 , 1.89 , 0
Amelia Walker , loan_2 , 45000 , 91800 , 2.04 , 0
Amelia Walker , loan_3 , 45000 , 193050 , 4.29 , 3
Amelia Walker , loan_4 , 45000 , 55800 , 1.24 , 0
Amelia Walker , loan_5 , 45000 , 133200 , 2.96 , 2
Amelia Walker , loan_6 , 45000 , 66150 , 1.47 , 3
Amelia Walker , loan_7 , 45000 , 108000 , 2.4 , 3
Amelia Walker , loan_8 , 45000 , 103950 , 2.31 , 2
Amelia Walker , loan_9 , 45000 , 205200 , 4.56 , 1
Amelia Walker , loan_10 , 45000 , 137700 , 3.06 , 1
Amelia Walker , loan_11 , 45000 , 108000 , 2.4 , 0
Amelia Walker , loan_12 , 45000 , 166500 , 3.7 , 2
Amelia Walker , loan_13 , 45000 , 49500 , 1.1 , 2
Amelia Walker , loan_14 , 45000 , 108900 , 2.42 , 1
Amelia Walker , loan_15 , 45000 , 133650 , 2.97 , 1
Roman Burton , loan_1 , 53000 , 69960 , 1.32 , 1
Roman Burton , loan_2 , 53000 , 165360 , 3.12 , 1
Roman Burton , loan_3 , 53000 , 98580 , 1.86 , 1
Roman Burton , loan_4 , 53000 , 63600 , 1.2 , 1
Roman Burton , loan_5 , 53000 , 147870 , 2.79 , 1
Roman Burton , loan_6 , 53000 , 106000 , 2.0 , 3
Roman Burton , loan_7 , 53000 , 116600 , 2.2 , 1
Roman Burton , loan_8 , 53000 , 122960 , 2.32 , 0
Roman Burton , loan_9 , 53000 , 96460 , 1.82 , 1
Roman Burton , loan_10 , 53000 , 67840 , 1.28 , 0
Roman Burton , loan_11 , 53000 , 71550 , 1.35 , 1
Roman Burton , loan_12 , 53000 , 48760 , 0.92 , 2
Roman Burton , loan_13 , 53000 , 48760 , 0.92 , 0
Roman Burton , loan_14 , 53000 , 186030 , 3.51 , 2
Roman Burton , loan_15 , 53000 , 209880 , 3.96 , 0
Roman Burton , loan_16 , 53000 , 122960 , 2.32 , 2
Roman Burton , loan_17 , 53000 , 133560 , 2.52 , 0
Sophia Payne , loan_1 , 51000 , 286110 , 5.61 , 2
Sophia Payne , loan_2 , 51000 , 214200 , 4.2 , 5
Sophia Payne , loan_3 , 51000 , 192780 , 3.78 , 0
Sophia Payne , loan_4 , 51000 , 112200 , 2.2 , 3
Sophia Payne , loan_5 , 51000 , 235620 , 4.62 , 8
Sophia Payne , loan_6 , 51000 , 260100 , 5.1 , 0
Sophia Payne , loan_7 , 51000 , 137700 , 2.7 , 1
Sophia Payne , loan_8 , 51000 , 168300 , 3.3 , 0
Sophia Payne , loan_9 , 51000 , 89250 , 1.75 , 3
Sophia Payne , loan_10 , 51000 , 243270 , 4.77 , 4
Sophia Payne , loan_11 , 51000 , 239700 , 4.7 , 8
Sophia Payne , loan_12 , 51000 , 252450 , 4.95 , 6
Sophia Payne , loan_13 , 51000 , 128520 , 2.52 , 2
Sophia Payne , loan_14 , 51000 , 244800 , 4.8 , 2
Sophia Payne , loan_15 , 51000 , 209100 , 4.1 , 9
Ivy Adams , loan_1 , 70000 , 205800 , 2.94 , 1
Ivy Adams , loan_2 , 70000 , 294000 , 4.2 , 4
Ivy Adams , loan_3 , 70000 , 289800 , 4.14 , 2
Ivy Adams , loan_4 , 70000 , 294000 , 4.2 , 3
Ivy Adams , loan_5 , 70000 , 296100 , 4.23 , 7
Ivy Adams , loan_6 , 70000 , 185500 , 2.65 , 0
Ivy Adams , loan_7 , 70000 , 308000 , 4.4 , 2
Ivy Adams , loan_8 , 70000 , 420000 , 6.0 , 2
Ivy Adams , loan_9 , 70000 , 229600 , 3.28 , 5
Ivy Adams , loan_10 , 70000 , 338800 , 4.84 , 3
Ivy Adams , loan_11 , 70000 , 133000 , 1.9 , 2
Ivy Adams , loan_12 , 70000 , 327600 , 4.68 , 1
Ivy Adams , loan_13 , 70000 , 319200 , 4.56 , 8
Ivy Adams , loan_14 , 70000 , 185500 , 2.65 , 2
Poppy Jones , loan_1 , 40000 , 153600 , 3.84 , 0
Poppy Jones , loan_2 , 40000 , 72000 , 1.8 , 2
Poppy Jones , loan_3 , 40000 , 75600 , 1.89 , 2
Poppy Jones , loan_4 , 40000 , 103600 , 2.59 , 3
Poppy Jones , loan_5 , 40000 , 149600 , 3.74 , 3
Poppy Jones , loan_6 , 40000 , 171600 , 4.29 , 1
Poppy Jones , loan_7 , 40000 , 44000 , 1.1 , 0
Poppy Jones , loan_8 , 40000 , 60800 , 1.52 , 0
Poppy Jones , loan_9 , 40000 , 122400 , 3.06 , 1
Poppy Jones , loan_10 , 40000 , 75600 , 1.89 , 0
Poppy Jones , loan_11 , 40000 , 172800 , 4.32 , 1
Poppy Jones , loan_12 , 40000 , 118800 , 2.97 , 0
Poppy Jones , loan_13 , 40000 , 96000 , 2.4 , 1
Poppy Jones , loan_14 , 40000 , 144000 , 3.6 , 2
Poppy Jones , loan_15 , 40000 , 112000 , 2.8 , 1
Henry Stevens , loan_1 , 54000 , 179820 , 3.33 , 0
Henry Stevens , loan_2 , 54000 , 86940 , 1.61 , 1
Henry Stevens , loan_3 , 54000 , 110160 , 2.04 , 0
Henry Stevens , loan_4 , 54000 , 189000 , 3.5 , 0
Henry Stevens , loan_5 , 54000 , 87480 , 1.62 , 0
Henry Stevens , loan_6 , 54000 , 98280 , 1.82 , 0
Henry Stevens , loan_7 , 54000 , 143640 , 2.66 , 1
Henry Stevens , loan_8 , 54000 , 246240 , 4.56 , 2
Henry Stevens , loan_9 , 54000 , 154440 , 2.86 , 1
Henry Stevens , loan_10 , 54000 , 90720 , 1.68 , 1
Henry Stevens , loan_11 , 54000 , 233280 , 4.32 , 1
Henry Stevens , loan_12 , 54000 , 181440 , 3.36 , 0
Henry Stevens , loan_13 , 54000 , 54000 , 1.0 , 0
Henry Stevens , loan_14 , 54000 , 168480 , 3.12 , 2
Henry Stevens , loan_15 , 54000 , 123120 , 2.28 , 3
Sienna Walker , loan_1 , 50000 , 150000 , 3.0 , 4
Sienna Walker , loan_2 , 50000 , 220000 , 4.4 , 1
Sienna Walker , loan_3 , 50000 , 210000 , 4.2 , 7
Sienna Walker , loan_4 , 50000 , 205000 , 4.1 , 2
Sienna Walker , loan_5 , 50000 , 90000 , 1.8 , 4
Sienna Walker , loan_6 , 50000 , 102500 , 2.05 , 3
Sienna Walker , loan_7 , 50000 , 95000 , 1.9 , 3
Sienna Walker , loan_8 , 50000 , 132000 , 2.64 , 2
Sienna Walker , loan_9 , 50000 , 104000 , 2.08 , 0
Sienna Walker , loan_10 , 50000 , 141000 , 2.82 , 1
Sienna Walker , loan_11 , 50000 , 120000 , 2.4 , 0
Sienna Walker , loan_12 , 50000 , 243000 , 4.86 , 4
Sienna Walker , loan_13 , 50000 , 255000 , 5.1 , 1
Sienna Walker , loan_14 , 50000 , 193500 , 3.87 , 2
Sienna Walker , loan_15 , 50000 , 156000 , 3.12 , 2
Sienna Walker , loan_16 , 50000 , 165000 , 3.3 , 4
Sienna Walker , loan_17 , 50000 , 108000 , 2.16 , 4
Sienna Walker , loan_18 , 50000 , 189000 , 3.78 , 2
Arthur Holmes , loan_1 , 42000 , 57960 , 1.38 , 0
Arthur Holmes , loan_2 , 42000 , 133980 , 3.19 , 2
Arthur Holmes , loan_3 , 42000 , 57120 , 1.36 , 0
Arthur Holmes , loan_4 , 42000 , 46200 , 1.1 , 0
Arthur Holmes , loan_5 , 42000 , 71400 , 1.7 , 0
Arthur Holmes , loan_6 , 42000 , 56700 , 1.35 , 0
Arthur Holmes , loan_7 , 42000 , 99960 , 2.38 , 2
Arthur Holmes , loan_8 , 42000 , 110880 , 2.64 , 1
Arthur Holmes , loan_9 , 42000 , 124740 , 2.97 , 6
Arthur Holmes , loan_10 , 42000 , 94080 , 2.24 , 0
Arthur Holmes , loan_11 , 42000 , 38640 , 0.92 , 0
Arthur Holmes , loan_12 , 42000 , 45360 , 1.08 , 0
Arthur Holmes , loan_13 , 42000 , 85680 , 2.04 , 0
Arthur Holmes , loan_14 , 42000 , 84000 , 2.0 , 0
Arthur Holmes , loan_15 , 42000 , 50400 , 1.2 , 2
Arthur Holmes , loan_16 , 42000 , 111720 , 2.66 , 3
Arthur Holmes , loan_17 , 42000 , 73080 , 1.74 , 0
Arthur Holmes , loan_18 , 42000 , 70560 , 1.68 , 1
Arthur Holmes , loan_19 , 42000 , 60480 , 1.44 , 0
Arthur Holmes , loan_20 , 42000 , 95760 , 2.28 , 1
Sofia Webb , loan_1 , 68000 , 195840 , 2.88 , 2
Sofia Webb , loan_2 , 68000 , 59840 , 0.88 , 2
Sofia Webb , loan_3 , 68000 , 54400 , 0.8 , 1
Sofia Webb , loan_4 , 68000 , 224400 , 3.3 , 0
Sofia Webb , loan_5 , 68000 , 88400 , 1.3 , 1
Sofia Webb , loan_6 , 68000 , 133280 , 1.96 , 0
Sofia Webb , loan_7 , 68000 , 204000 , 3.0 , 1
Sofia Webb , loan_8 , 68000 , 187680 , 2.76 , 2
Sofia Webb , loan_9 , 68000 , 138720 , 2.04 , 1
Sofia Webb , loan_10 , 68000 , 115600 , 1.7 , 2
Sofia Webb , loan_11 , 68000 , 204000 , 3.0 , 0
Sofia Webb , loan_12 , 68000 , 187680 , 2.76 , 0
Sofia Webb , loan_13 , 68000 , 216920 , 3.19 , 0
Sofia Webb , loan_14 , 68000 , 220320 , 3.24 , 0
Sofia Webb , loan_15 , 68000 , 114240 , 1.68 , 1
Phoebe Burton , loan_1 , 49000 , 80850 , 1.65 , 1
Phoebe Burton , loan_2 , 49000 , 39200 , 0.8 , 0
Phoebe Burton , loan_3 , 49000 , 49000 , 1.0 , 1
Phoebe Burton , loan_4 , 49000 , 147000 , 3.0 , 2
Phoebe Burton , loan_5 , 49000 , 123480 , 2.52 , 2
Phoebe Burton , loan_6 , 49000 , 78400 , 1.6 , 0
Phoebe Burton , loan_7 , 49000 , 61250 , 1.25 , 0
Phoebe Burton , loan_8 , 49000 , 106330 , 2.17 , 1
Phoebe Burton , loan_9 , 49000 , 205800 , 4.2 , 1
Phoebe Burton , loan_10 , 49000 , 141120 , 2.88 , 2
Phoebe Burton , loan_11 , 49000 , 194040 , 3.96 , 0
Phoebe Burton , loan_12 , 49000 , 45080 , 0.92 , 1
Phoebe Burton , loan_13 , 49000 , 137200 , 2.8 , 0
Phoebe Burton , loan_14 , 49000 , 176400 , 3.6 , 2
Phoebe Burton , loan_15 , 49000 , 129360 , 2.64 , 2
Phoebe Burton , loan_16 , 49000 , 102900 , 2.1 , 1
Archie Allen , loan_1 , 67000 , 205020 , 3.06 , 0
Archie Allen , loan_2 , 67000 , 58960 , 0.88 , 0
Archie Allen , loan_3 , 67000 , 134000 , 2.0 , 0
Archie Allen , loan_4 , 67000 , 233160 , 3.48 , 4
Archie Allen , loan_5 , 67000 , 144720 , 2.16 , 1
Archie Allen , loan_6 , 67000 , 221100 , 3.3 , 2
Archie Allen , loan_7 , 67000 , 211050 , 3.15 , 1
Archie Allen , loan_8 , 67000 , 120600 , 1.8 , 1
Archie Allen , loan_9 , 67000 , 192960 , 2.88 , 1
Archie Allen , loan_10 , 67000 , 155440 , 2.32 , 1
Archie Allen , loan_11 , 67000 , 233160 , 3.48 , 2
Archie Allen , loan_12 , 67000 , 182910 , 2.73 , 2
Archie Allen , loan_13 , 67000 , 134000 , 2.0 , 1
Archie Allen , loan_14 , 67000 , 187600 , 2.8 , 0
Elsie Foster , loan_1 , 65000 , 325000 , 5.0 , 4
Elsie Foster , loan_2 , 65000 , 396500 , 6.1 , 9
Elsie Foster , loan_3 , 65000 , 339300 , 5.22 , 4
Elsie Foster , loan_4 , 65000 , 274950 , 4.23 , 3
Elsie Foster , loan_5 , 65000 , 350350 , 5.39 , 5
Elsie Foster , loan_6 , 65000 , 357500 , 5.5 , 11
Elsie Foster , loan_7 , 65000 , 143000 , 2.2 , 6
Elsie Foster , loan_8 , 65000 , 209300 , 3.22 , 0
Elsie Foster , loan_9 , 65000 , 338000 , 5.2 , 1
Elsie Foster , loan_10 , 65000 , 145600 , 2.24 , 0
Elsie Foster , loan_11 , 65000 , 350350 , 5.39 , 11
Elsie Foster , loan_12 , 65000 , 222300 , 3.42 , 1
Elsie Foster , loan_13 , 65000 , 166400 , 2.56 , 12
Elsie Foster , loan_14 , 65000 , 239200 , 3.68 , 2
Elsie Foster , loan_15 , 65000 , 306800 , 4.72 , 7
Elsie Foster , loan_16 , 65000 , 127400 , 1.96 , 3
Sienna Baker , loan_1 , 56000 , 369600 , 6.6 , 5
Sienna Baker , loan_2 , 56000 , 103040 , 1.84 , 1
Sienna Baker , loan_3 , 56000 , 389760 , 6.96 , 8
Sienna Baker , loan_4 , 56000 , 263200 , 4.7 , 8
Sienna Baker , loan_5 , 56000 , 252000 , 4.5 , 6
Sienna Baker , loan_6 , 56000 , 383040 , 6.84 , 9
Sienna Baker , loan_7 , 56000 , 211680 , 3.78 , 3
Sienna Baker , loan_8 , 56000 , 296800 , 5.3 , 4
Sienna Baker , loan_9 , 56000 , 329280 , 5.88 , 7
Sienna Baker , loan_10 , 56000 , 309120 , 5.52 , 9
Sienna Baker , loan_11 , 56000 , 170800 , 3.05 , 5
Sienna Baker , loan_12 , 56000 , 423360 , 7.56 , 5
Sienna Baker , loan_13 , 56000 , 211680 , 3.78 , 8
Sienna Baker , loan_14 , 56000 , 302400 , 5.4 , 5
Isla Holmes , loan_1 , 42000 , 230580 , 5.49 , 5
Isla Holmes , loan_2 , 42000 , 171360 , 4.08 , 10
Isla Holmes , loan_3 , 42000 , 317520 , 7.56 , 6
Isla Holmes , loan_4 , 42000 , 153720 , 3.66 , 4
Isla Holmes , loan_5 , 42000 , 155820 , 3.71 , 1
Isla Holmes , loan_6 , 42000 , 109200 , 2.6 , 3
Isla Holmes , loan_7 , 42000 , 252000 , 6.0 , 8
Isla Holmes , loan_8 , 42000 , 252000 , 6.0 , 4
Isla Holmes , loan_9 , 42000 , 161700 , 3.85 , 5
Isla Holmes , loan_10 , 42000 , 107100 , 2.55 , 2
Isla Holmes , loan_11 , 42000 , 238140 , 5.67 , 2
Isla Holmes , loan_12 , 42000 , 99120 , 2.36 , 2
Isla Holmes , loan_13 , 42000 , 111300 , 2.65 , 0
Isla Holmes , loan_14 , 42000 , 157920 , 3.76 , 6
Isla Holmes , loan_15 , 42000 , 221760 , 5.28 , 3
Isla Holmes , loan_16 , 42000 , 85680 , 2.04 , 0
Isla Holmes , loan_17 , 42000 , 254100 , 6.05 , 4
Grace Burton , loan_1 , 42000 , 161700 , 3.85 , 0
Grace Burton , loan_2 , 42000 , 257040 , 6.12 , 3
Grace Burton , loan_3 , 42000 , 164640 , 3.92 , 5
Grace Burton , loan_4 , 42000 , 136080 , 3.24 , 2
Grace Burton , loan_5 , 42000 , 73920 , 1.76 , 0
Grace Burton , loan_6 , 42000 , 185220 , 4.41 , 0
Grace Burton , loan_7 , 42000 , 161700 , 3.85 , 4
Grace Burton , loan_8 , 42000 , 181440 , 4.32 , 3
Grace Burton , loan_9 , 42000 , 73500 , 1.75 , 0
Grace Burton , loan_10 , 42000 , 173880 , 4.14 , 6
Grace Burton , loan_11 , 42000 , 221760 , 5.28 , 1
Grace Burton , loan_12 , 42000 , 84000 , 2.0 , 2
Grace Burton , loan_13 , 42000 , 246960 , 5.88 , 13
Grace Burton , loan_14 , 42000 , 154980 , 3.69 , 3
Grace Burton , loan_15 , 42000 , 196560 , 4.68 , 3
Phoebe Wilson , loan_1 , 40000 , 180400 , 4.51 , 3
Phoebe Wilson , loan_2 , 40000 , 84000 , 2.1 , 4
Phoebe Wilson , loan_3 , 40000 , 172800 , 4.32 , 4
Phoebe Wilson , loan_4 , 40000 , 144000 , 3.6 , 4
Phoebe Wilson , loan_5 , 40000 , 264000 , 6.6 , 4
Phoebe Wilson , loan_6 , 40000 , 132000 , 3.3 , 1
Phoebe Wilson , loan_7 , 40000 , 78400 , 1.96 , 1
Phoebe Wilson , loan_8 , 40000 , 115200 , 2.88 , 3
Phoebe Wilson , loan_9 , 40000 , 168000 , 4.2 , 2
Phoebe Wilson , loan_10 , 40000 , 91200 , 2.28 , 0
Phoebe Wilson , loan_11 , 40000 , 160000 , 4.0 , 2
Phoebe Wilson , loan_12 , 40000 , 57600 , 1.44 , 0
